Date,Open,High,Low,Close,Adj Close,Volume
2022-09-08,17748.15,17807.65,17691.95,17798.75,17798.75,279800
2022-09-09,17923.35,17925.95,17786.00,17833.35,17833.35,270300
2022-09-12,17890.85,17980.55,17889.15,17936.35,17936.35,228200
2022-09-13,18044.45,18088.30,18015.45,18070.05,18070.05,259900
2022-09-14,17771.15,18091.55,17771.15,18003.75,18003.75,365900
2022-09-15,18046.35,18096.15,17861.50,17877.40,17877.40,289600
2022-09-16,17796.80,17820.05,17497.25,17530.85,17530.85,468500
2022-09-19,17540.65,17667.20,17429.70,17622.25,17622.25,258300
2022-09-20,17770.40,17919.30,17744.40,17816.25,17816.25,263100
2022-09-21,17766.35,17838.70,17663.60,17718.35,17718.35,245500
2022-09-22,17609.65,17722.75,17532.45,17629.80,17629.80,284100
2022-09-23,17593.85,17642.15,17291.65,17327.35,17327.35,390800
2022-09-26,17156.30,17196.40,16978.30,17016.30,17016.30,492000
2022-09-27,17110.90,17176.45,16942.35,17007.40,17007.40,359900
2022-09-28,16870.55,17037.60,16820.40,16858.60,16858.60,323900
2022-09-29,16993.60,17026.05,16788.60,16818.10,16818.10,340000
2022-09-30,16798.05,17187.10,16747.70,17094.35,17094.35,376100
2022-10-03,17102.10,17114.65,16855.55,16887.35,16887.35,278400
2022-10-04,17147.45,17287.30,17117.30,17274.30,17274.30,226000
2022-10-06,17379.25,17428.80,17315.65,17331.80,17331.80,265500
2022-10-07,17287.20,17337.35,17216.95,17314.65,17314.65,216300
2022-10-10,17094.35,17280.15,17064.70,17241.00,17241.00,234000
2022-10-11,17256.05,17261.80,16950.30,16983.55,16983.55,282600
2022-10-12,17025.55,17142.35,16960.05,17123.60,17123.60,256000
2022-10-13,17087.35,17112.35,16956.95,17014.35,17014.35,266400
2022-10-14,17322.30,17348.55,17169.75,17185.70,17185.70,227000
2022-10-17,17144.80,17328.55,17098.55,17311.80,17311.80,212200
2022-10-18,17438.75,17527.80,17434.05,17486.95,17486.95,239500
2022-10-19,17568.15,17607.60,17472.85,17512.25,17512.25,210500
2022-10-20,17423.10,17584.15,17421.00,17563.95,17563.95,249600
2022-10-21,17622.85,17670.15,17520.75,17576.30,17576.30,277700
2022-10-24,17736.35,17777.55,17707.40,17730.75,17730.75,45000
2022-10-25,17808.30,17811.50,17637.00,17656.35,17656.35,251400
2022-10-27,17771.40,17783.90,17654.50,17736.95,17736.95,324600
2022-10-28,17756.40,17838.90,17723.70,17786.80,17786.80,250000
2022-10-31,17910.20,18022.80,17899.90,18012.20,18012.20,227200
2022-11-01,18130.70,18175.80,18060.15,18145.40,18145.40,349900
2022-11-02,18177.90,18178.75,18048.65,18082.85,18082.85,270900
2022-11-03,17968.35,18106.30,17959.20,18052.70,18052.70,213000
2022-11-04,18053.40,18135.10,18017.15,18117.15,18117.15,267900
2022-11-07,18211.75,18255.50,18064.75,18202.80,18202.80,314800
2022-11-09,18288.25,18296.40,18117.50,18157.00,18157.00,307200
2022-11-10,18044.35,18103.10,17969.40,18028.20,18028.20,256500
2022-11-11,18272.35,18362.30,18259.35,18349.70,18349.70,378500
2022-11-14,18376.40,18399.45,18311.40,18329.15,18329.15,301400
2022-11-15,18362.75,18427.95,18282.00,18403.40,18403.40,250900
2022-11-16,18398.25,18442.15,18344.15,18409.65,18409.65,219300
2022-11-17,18358.70,18417.60,18312.95,18343.90,18343.90,200500
2022-11-18,18382.95,18394.60,18209.80,18307.65,18307.65,198800
2022-11-21,18246.40,18262.30,18133.35,18159.95,18159.95,213800
2022-11-22,18179.15,18261.85,18137.70,18244.20,18244.20,177700
2022-11-23,18325.20,18325.40,18246.00,18267.25,18267.25,178800
2022-11-24,18326.10,18529.70,18294.25,18484.10,18484.10,204000
2022-11-25,18528.45,18534.90,18445.10,18512.75,18512.75,205900
2022-11-28,18430.55,18614.25,18365.60,18562.75,18562.75,206500
2022-11-29,18552.45,18678.10,18552.15,18618.05,18618.05,195300
2022-11-30,18625.70,18816.05,18616.55,18758.35,18758.35,345600
2022-12-01,18871.95,18887.60,18778.20,18812.50,18812.50,325000
2022-12-02,18752.40,18781.95,18639.20,18696.10,18696.10,254400
2022-12-05,18719.55,18728.60,18591.35,18701.05,18701.05,288400
2022-12-06,18600.65,18654.90,18577.90,18642.75,18642.75,217800
2022-12-07,18638.85,18668.30,18528.40,18560.50,18560.50,200500
2022-12-08,18570.85,18625.00,18536.95,18609.35,18609.35,202800
2022-12-09,18662.40,18664.70,18410.10,18496.60,18496.60,215800
2022-12-12,18402.15,18521.55,18345.70,18497.15,18497.15,193900
2022-12-13,18524.40,18617.25,18490.20,18608.00,18608.00,187600
2022-12-14,18671.25,18696.10,18632.90,18660.30,18660.30,208000
2022-12-15,18614.40,18652.90,18387.70,18414.90,18414.90,183100
2022-12-16,18319.10,18440.95,18255.15,18269.00,18269.00,277700
2022-12-19,18288.10,18431.65,18244.55,18420.45,18420.45,154800
2022-12-20,18340.30,18404.90,18202.65,18385.30,18385.30,169000
2022-12-21,18435.15,18473.35,18162.75,18199.10,18199.10,187600
2022-12-22,18288.80,18318.75,18068.60,18127.35,18127.35,195700
2022-12-23,17977.65,18050.45,17779.50,17806.80,17806.80,221500
2022-12-26,17830.40,18084.10,17774.25,18014.60,18014.60,176700
2022-12-27,18089.80,18149.25,17967.45,18132.30,18132.30,214300
2022-12-28,18084.75,18173.10,18068.35,18122.50,18122.50,193900
2022-12-29,18045.70,18229.70,17992.80,18191.00,18191.00,281100
2022-12-30,18259.10,18265.25,18080.30,18105.30,18105.30,192000
2023-01-02,18131.70,18215.15,18086.50,18197.45,18197.45,256100
2023-01-03,18163.20,18251.95,18149.80,18232.55,18232.55,208700
2023-01-04,18230.65,18243.00,18020.60,18042.95,18042.95,235200
2023-01-05,18101.95,18120.30,17892.60,17992.15,17992.15,269900
2023-01-06,18008.05,18047.40,17795.55,17859.45,17859.45,238200
2023-01-09,17952.55,18141.40,17936.15,18101.20,18101.20,257200
2023-01-10,18121.30,18127.60,17856.00,17914.15,17914.15,283300
2023-01-11,17924.25,17976.35,17824.35,17895.70,17895.70,259900
2023-01-12,17920.85,17945.80,17761.65,17858.20,17858.20,227800
2023-01-13,17867.50,17999.35,17774.25,17956.60,17956.60,256700
2023-01-16,18033.15,18049.65,17853.65,17894.85,17894.85,206200
2023-01-17,17922.80,18072.05,17886.95,18053.30,18053.30,219100
2023-01-18,18074.30,18183.75,18032.45,18165.35,18165.35,255800
2023-01-19,18119.80,18155.20,18063.75,18107.85,18107.85,237800
2023-01-20,18115.60,18145.45,18016.20,18027.65,18027.65,237200
2023-01-23,18118.45,18162.60,18063.45,18118.55,18118.55,202500
2023-01-24,18183.95,18201.25,18078.65,18118.30,18118.30,216900
2023-01-25,18093.35,18100.60,17846.15,17891.95,17891.95,257200
2023-01-27,17877.20,17884.75,17493.55,17604.35,17604.35,476300
2023-01-30,17541.95,17709.15,17405.55,17648.95,17648.95,432400
2023-01-31,17731.45,17735.70,17537.55,17662.15,17662.15,398300
2023-02-01,17811.60,17972.20,17353.40,17616.30,17616.30,512900
2023-02-02,17517.10,17653.90,17445.95,17610.40,17610.40,490100
2023-02-03,17721.75,17870.30,17584.20,17854.05,17854.05,424100
2023-02-06,17818.55,17823.70,17698.35,17764.60,17764.60,282500
2023-02-07,17790.10,17811.15,17652.55,17721.50,17721.50,354400
2023-02-08,17750.30,17898.70,17744.15,17871.70,17871.70,291000
2023-02-09,17885.50,17916.90,17779.80,17893.45,17893.45,260900
2023-02-10,17847.55,17876.95,17801.00,17856.50,17856.50,232000
2023-02-13,17859.10,17880.70,17719.75,17770.90,17770.90,231300
2023-02-14,17840.35,17954.55,17800.05,17929.85,17929.85,244500
2023-02-15,17896.60,18034.10,17853.80,18015.85,18015.85,229300
2023-02-16,18094.75,18134.75,18000.65,18035.85,18035.85,230200
2023-02-17,17974.85,18034.25,17884.60,17944.20,17944.20,208100
2023-02-20,17965.55,18004.35,17818.40,17844.60,17844.60,174600
2023-02-21,17905.80,17924.90,17800.30,17826.70,17826.70,198200
2023-02-22,17755.35,17772.50,17529.45,17554.30,17554.30,204000
2023-02-23,17574.65,17620.05,17455.40,17511.25,17511.25,240800
2023-02-24,17591.35,17599.75,17421.80,17465.80,17465.80,209400
2023-02-27,17428.60,17451.60,17299.00,17392.70,17392.70,246400
2023-02-28,17383.25,17440.45,17255.20,17303.95,17303.95,420900
2023-03-01,17360.10,17467.75,17345.25,17450.90,17450.90,272900
2023-03-02,17421.50,17445.80,17306.00,17321.90,17321.90,310700
2023-03-03,17451.25,17644.75,17427.70,17594.35,17594.35,356200
2023-03-06,17680.35,17799.95,17671.95,17711.45,17711.45,362800
2023-03-08,17665.75,17766.50,17602.25,17754.40,17754.40,267000
2023-03-09,17772.05,17772.35,17573.60,17589.60,17589.60,262400
2023-03-10,17443.80,17451.50,17324.35,17412.90,17412.90,235900
2023-03-13,17421.90,17529.90,17113.45,17154.30,17154.30,254900
2023-03-14,17160.55,17224.65,16987.10,17043.30,17043.30,290600
2023-03-15,17166.45,17211.35,16938.90,16972.15,16972.15,248200
2023-03-16,16994.65,17062.45,16850.15,16985.60,16985.60,349800
2023-03-17,17111.80,17145.80,16958.15,17100.05,17100.05,408100
2023-03-20,17066.60,17066.60,16828.35,16988.40,16988.40,241800
2023-03-21,17060.40,17127.70,17016.00,17107.50,17107.50,246700
2023-03-22,17177.45,17207.25,17107.85,17151.90,17151.90,0
2023-03-23,17097.40,17205.40,17045.30,17076.90,17076.90,219200
2023-03-24,17076.20,17109.45,16917.35,16945.05,16945.05,228000
2023-03-27,16984.30,17091.00,16918.55,16985.70,16985.70,218400
2023-03-28,17031.75,17061.75,16913.75,16951.70,16951.70,238800
2023-03-29,16977.30,17126.15,16940.60,17080.70,17080.70,345900
2023-03-31,17210.35,17381.60,17204.65,17359.75,17359.75,263900
2023-04-03,17427.95,17428.05,17312.75,17398.05,17398.05,230200
2023-04-05,17422.30,17570.55,17402.70,17557.05,17557.05,248300
2023-04-06,17533.85,17638.70,17502.85,17599.15,17599.15,242700
2023-04-10,17634.90,17694.10,17597.95,17624.05,17624.05,254800
2023-04-11,17704.80,17748.75,17655.15,17722.30,17722.30,304300
2023-04-12,17759.55,17825.75,17717.25,17812.40,17812.40,232800
2023-04-13,17807.30,17842.15,17729.65,17828.00,17828.00,285800
2023-04-17,17863.00,17863.00,17574.05,17706.85,17706.85,357400
2023-04-18,17766.60,17766.60,17610.20,17660.15,17660.15,258900
2023-04-19,17653.35,17666.15,17579.85,17618.75,17618.75,281500
2023-04-20,17638.60,17684.45,17584.35,17624.45,17624.45,215100
2023-04-21,17639.75,17663.20,17553.95,17624.05,17624.05,230200
2023-04-24,17707.55,17754.50,17612.50,17743.40,17743.40,255700
2023-04-25,17761.55,17807.45,17716.85,17769.25,17769.25,297400
2023-04-26,17767.30,17827.75,17711.20,17813.60,17813.60,233000
2023-04-27,17813.10,17931.60,17797.90,17915.05,17915.05,241400
2023-04-28,17950.40,18089.15,17885.30,18065.00,18065.00,290300
2023-05-02,18124.80,18180.25,18101.75,18147.65,18147.65,265200
2023-05-03,18113.80,18116.35,18042.40,18089.85,18089.85,226200
2023-05-04,18081.00,18267.45,18066.70,18255.80,18255.80,226600
2023-05-05,18117.30,18216.95,18055.45,18069.00,18069.00,239700
2023-05-08,18120.60,18286.95,18100.30,18264.40,18264.40,228400
2023-05-09,18303.40,18344.20,18229.65,18265.95,18265.95,245400
2023-05-10,18313.60,18326.75,18211.95,18315.10,18315.10,220500
2023-05-11,18357.80,18389.70,18270.40,18297.00,18297.00,248900
2023-05-12,18273.75,18342.75,18194.55,18314.80,18314.80,241700
2023-05-15,18339.30,18458.90,18287.90,18398.85,18398.85,216100
2023-05-16,18432.35,18432.35,18264.35,18286.50,18286.50,219500
2023-05-17,18300.45,18309.00,18115.35,18181.75,18181.75,229900
2023-05-18,18287.50,18297.20,18104.85,18129.95,18129.95,272100
2023-05-19,18186.15,18218.10,18060.40,18203.40,18203.40,260900
2023-05-22,18201.10,18335.25,18178.85,18314.40,18314.40,262600
2023-05-23,18362.90,18419.75,18324.20,18348.00,18348.00,270400
2023-05-24,18294.80,18392.60,18262.95,18285.40,18285.40,232600
2023-05-25,18268.90,18338.10,18202.40,18321.15,18321.15,235900
2023-05-26,18368.35,18508.55,18333.15,18499.35,18499.35,198700
2023-05-29,18619.15,18641.20,18581.25,18598.65,18598.65,265300
2023-05-30,18606.65,18662.45,18575.50,18633.85,18633.85,234400
2023-05-31,18594.20,18603.90,18483.85,18534.40,18534.40,696500
2023-06-01,18579.40,18580.30,18464.55,18487.75,18487.75,265600
2023-06-02,18550.85,18573.70,18478.40,18534.10,18534.10,270900
2023-06-05,18612.00,18640.15,18582.80,18593.85,18593.85,256100
2023-06-06,18600.80,18622.75,18531.60,18599.00,18599.00,220800
2023-06-07,18665.60,18738.95,18636.00,18726.40,18726.40,260100
2023-06-08,18725.35,18777.90,18615.60,18634.55,18634.55,286500
2023-06-09,18655.90,18676.65,18555.40,18563.40,18563.40,221800
2023-06-12,18595.05,18633.60,18559.75,18601.50,18601.50,179500
2023-06-13,18631.80,18728.90,18631.80,18716.15,18716.15,233200
2023-06-14,18744.60,18769.70,18690.00,18755.90,18755.90,261400
2023-06-15,18774.45,18794.10,18669.05,18688.10,18688.10,263000
2023-06-16,18723.30,18864.70,18710.50,18826.00,18826.00,272800
2023-06-19,18873.30,18881.45,18719.15,18755.45,18755.45,219800
2023-06-20,18752.35,18839.70,18660.65,18816.70,18816.70,211600
2023-06-21,18849.40,18875.90,18794.85,18856.85,18856.85,217500
2023-06-22,18853.60,18886.60,18759.50,18771.25,18771.25,252700
2023-06-23,18741.85,18756.40,18647.10,18665.50,18665.50,210600
2023-06-26,18682.35,18722.05,18646.70,18691.20,18691.20,171300
2023-06-27,18748.55,18829.25,18714.25,18817.40,18817.40,222500
2023-06-28,18908.15,19011.25,18861.35,18972.10,18972.10,398800
2023-06-30,19076.85,19201.70,19024.60,19189.05,19189.05,247900
2023-07-03,19246.50,19345.10,19234.40,19322.55,19322.55,226100
2023-07-04,19406.60,19434.15,19300.00,19389.00,19389.00,226900
2023-07-05,19405.95,19421.60,19339.60,19398.50,19398.50,224400
2023-07-06,19385.70,19512.20,19373.00,19497.30,19497.30,268300
2023-07-07,19422.80,19523.60,19303.60,19331.80,19331.80,237100
2023-07-10,19400.35,19435.85,19327.10,19355.90,19355.90,268200
2023-07-11,19427.10,19515.10,19406.45,19439.40,19439.40,251300
2023-07-12,19497.45,19507.70,19361.75,19384.30,19384.30,327900
2023-07-13,19495.20,19567.00,19385.80,19413.75,19413.75,310400
2023-07-14,19493.45,19595.35,19433.50,19564.50,19564.50,291200
2023-07-17,19612.15,19731.85,19562.95,19711.45,19711.45,268700
2023-07-18,19787.50,19819.45,19690.20,19749.25,19749.25,286400
2023-07-19,19802.95,19851.70,19727.45,19833.15,19833.15,259700
2023-07-20,19831.70,19991.85,19758.40,19979.15,19979.15,274700
2023-07-21,19800.45,19887.40,19700.00,19745.00,19745.00,312500
2023-07-24,19748.45,19782.75,19658.30,19672.35,19672.35,265600
2023-07-25,19729.35,19729.35,19615.95,19680.60,19680.60,369700
2023-07-26,19733.35,19825.60,19716.70,19778.30,19778.30,244700
2023-07-27,19850.90,19867.55,19603.55,19659.90,19659.90,334900
2023-07-28,19659.75,19695.90,19563.10,19646.05,19646.05,258700
2023-07-31,19666.35,19772.75,19597.60,19753.80,19753.80,295100
2023-08-01,19784.00,19795.60,19704.60,19733.55,19733.55,298000
2023-08-02,19655.40,19678.25,19423.55,19526.55,19526.55,290700
2023-08-03,19463.75,19537.65,19296.45,19381.65,19381.65,315700
2023-08-04,19462.80,19538.85,19436.45,19517.00,19517.00,280800
2023-08-07,19576.85,19620.45,19524.80,19597.30,19597.30,216600
2023-08-08,19627.20,19634.40,19533.10,19570.85,19570.85,260300
2023-08-09,19578.80,19645.50,19467.50,19632.55,19632.55,266500
2023-08-10,19605.55,19623.60,19495.40,19543.10,19543.10,312200
2023-08-11,19554.25,19557.75,19412.75,19428.30,19428.30,235500
2023-08-14,19383.95,19465.85,19257.90,19434.55,19434.55,243900
2023-08-16,19369.00,19482.75,19317.20,19465.00,19465.00,0
2023-08-17,19450.55,19461.55,19326.25,19365.25,19365.25,268700
2023-08-18,19301.75,19373.80,19253.60,19310.15,19310.15,256100
2023-08-21,19320.65,19425.95,19296.30,19393.60,19393.60,262600
2023-08-22,19417.10,19443.50,19381.30,19396.45,19396.45,208700
2023-08-23,19439.20,19472.05,19366.60,19444.00,19444.00,225200
2023-08-24,19535.15,19584.45,19369.00,19386.70,19386.70,268300
2023-08-25,19297.40,19339.55,19229.70,19265.80,19265.80,466500
2023-08-28,19298.35,19366.85,19249.70,19306.05,19306.05,248200
2023-08-29,19374.85,19377.90,19309.10,19342.65,19342.65,307400
2023-08-30,19433.45,19452.80,19334.75,19347.45,19347.45,233000
2023-08-31,19375.55,19388.20,19223.65,19253.80,19253.80,562600
2023-09-01,19258.15,19458.55,19255.70,19435.30,19435.30,333000
2023-09-04,19525.05,19545.15,19432.85,19528.80,19528.80,296800
2023-09-05,19564.65,19587.05,19525.75,19574.90,19574.90,256800
2023-09-06,19581.20,19636.45,19491.50,19611.05,19611.05,287600
2023-09-07,19598.65,19737.00,19550.05,19727.05,19727.05,304900
2023-09-08,19774.80,19867.15,19727.05,19819.95,19819.95,288100
2023-09-11,19890.00,20008.15,19865.35,19996.35,19996.35,248800
2023-09-12,20110.15,20110.35,19914.65,19993.20,19993.20,328100
2023-09-13,19989.50,20096.90,19944.10,20070.00,20070.00,251400
2023-09-14,20127.95,20167.65,20043.45,20103.10,20103.10,275100
2023-09-15,20156.45,20222.45,20129.70,20192.35,20192.35,438200
2023-09-18,20155.95,20195.35,20115.70,20133.30,20133.30,264900
2023-09-20,19980.75,20050.65,19878.85,19901.40,19901.40,378100
2023-09-21,19840.55,19848.75,19709.95,19742.35,19742.35,275100
2023-09-22,19744.85,19798.65,19657.50,19674.25,19674.25,246400
2023-09-25,19678.20,19734.15,19601.55,19674.55,19674.55,188400
2023-09-26,19682.80,19699.35,19637.45,19664.70,19664.70,204900
2023-09-27,19637.05,19730.70,19554.00,19716.45,19716.45,203600
2023-09-28,19761.80,19766.65,19492.10,19523.55,19523.55,352800
2023-09-29,19581.20,19726.25,19551.05,19638.30,19638.30,243500
2023-10-03,19622.40,19623.20,19479.65,19528.75,19528.75,221700
2023-10-04,19446.30,19457.80,19333.60,19436.10,19436.10,277100
2023-10-05,19521.85,19576.95,19487.30,19545.75,19545.75,234900
2023-10-06,19621.20,19675.75,19589.40,19653.50,19653.50,159100
2023-10-09,19539.45,19588.95,19480.50,19512.35,19512.35,165100
2023-10-10,19565.60,19717.80,19565.45,19689.85,19689.85,216600
2023-10-11,19767.00,19839.20,19756.95,19811.35,19811.35,213700
2023-10-12,19822.70,19843.30,19772.65,19794.00,19794.00,217900
2023-10-13,19654.55,19805.40,19635.30,19751.05,19751.05,255000
2023-10-16,19737.25,19781.30,19691.85,19731.75,19731.75,181000
2023-10-17,19843.20,19849.75,19775.65,19811.50,19811.50,185800
2023-10-18,19820.45,19840.95,19659.95,19671.10,19671.10,198900
2023-10-19,19545.20,19681.80,19512.35,19624.70,19624.70,230300
2023-10-20,19542.15,19593.80,19518.70,19542.65,19542.65,198300
2023-10-23,19521.60,19556.85,19257.85,19281.75,19281.75,176000
2023-10-25,19286.45,19347.30,19074.15,19122.15,19122.15,225300
2023-10-26,19027.25,19041.70,18837.85,18857.25,18857.25,300400
2023-10-27,18928.75,19076.15,18926.65,19047.25,19047.25,205200
2023-10-30,19053.40,19158.50,18940.00,19140.90,19140.90,180100
2023-10-31,19232.95,19233.70,19056.45,19079.60,19079.60,206000
2023-11-01,19064.05,19096.05,18973.70,18989.15,18989.15,194100
2023-11-02,19120.00,19175.25,19064.15,19133.25,19133.25,245600
2023-11-03,19241.00,19276.25,19210.90,19230.60,19230.60,189500
2023-11-06,19345.85,19423.00,19309.70,19411.75,19411.75,180700
2023-11-07,19404.05,19423.50,19329.10,19406.70,19406.70,198700
2023-11-08,19449.60,19464.40,19401.50,19443.50,19443.50,195000
2023-11-09,19457.40,19463.90,19378.35,19395.30,19395.30,208400
2023-11-10,19351.85,19451.30,19329.45,19425.35,19425.35,152200
2023-11-13,19486.75,19494.40,19414.75,19443.55,19443.55,189300
2023-11-15,19651.40,19693.20,19579.65,19675.45,19675.45,291500
2023-11-16,19674.70,19875.25,19627.00,19765.20,19765.20,282700
2023-11-17,19674.75,19806.00,19667.45,19731.80,19731.80,236800
2023-11-20,19731.15,19756.45,19670.50,19694.00,19694.00,173800
2023-11-21,19770.90,19829.10,19754.05,19783.40,19783.40,195000
2023-11-22,19784.00,19825.55,19703.85,19811.85,19811.85,184500
2023-11-23,19828.45,19875.15,19786.75,19802.00,19802.00,170000
2023-11-24,19809.60,19832.85,19768.85,19794.70,19794.70,145900
2023-11-28,19844.65,19916.85,19800.00,19889.70,19889.70,229600
2023-11-29,19976.55,20104.65,19956.30,20096.60,20096.60,236200
2023-11-30,20108.50,20158.70,20015.85,20133.15,20133.15,486600
2023-12-01,20194.10,20291.55,20183.70,20267.90,20267.90,265800
2023-12-04,20601.95,20702.65,20507.75,20686.80,20686.80,381100
2023-12-05,20808.90,20864.05,20711.15,20855.10,20855.10,421000
2023-12-06,20950.75,20961.95,20852.15,20937.70,20937.70,359200
2023-12-07,20932.40,20941.25,20850.80,20901.15,20901.15,275000
2023-12-08,20934.10,21006.10,20862.70,20969.40,20969.40,292400
2023-12-11,20965.30,21026.10,20923.70,20997.10,20997.10,212900
2023-12-12,21018.55,21037.90,20867.15,20906.40,20906.40,244900
2023-12-13,20929.75,20950.00,20769.50,20926.35,20926.35,260300
2023-12-14,21110.40,21210.90,21074.45,21182.70,21182.70,334400
2023-12-15,21287.45,21492.30,21235.30,21456.65,21456.65,508800
2023-12-18,21434.80,21482.80,21365.35,21418.65,21418.65,249700
